,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrical_subjectivity,lyrical_polarity,repeated_phrases,minutes,word_count,WPM_approx,artist_past_performance,correct
2036,71,2,17,0.69,0.6759999999999999,-6.1110000000000015,0.0335,0.213,0.0,0.123,0.664,100.023,174780,0.4857861635220127,0.11009719839908524,0,2.9130000000000003,375,128.73326467559218,0,False
496,0,4,6,0.915,0.659,-5.169,0.236,0.24,0.000181,0.203,0.722,96.974,212648,0.3858299746230781,0.04620978877444397,0,3.5441333333333334,572,161.39347654339562,5,False
65,51,0,18,0.382,0.973,-5.749,0.139,0.0004969999999999999,0.0349,0.925,0.0375,127.528,211403,0.7999999999999999,-0.07500000000000001,0,3.5233833333333333,90,25.54362993902641,0,False
2375,63,2,3,0.733,0.718,-7.149,0.0376,0.0107,0.0102,0.33,0.206,122.993,176098,0.5263532763532763,-0.005413105413105418,0,2.9349666666666665,301,102.55653102249883,0,False
3997,52,5,2,0.742,0.743,-6.2929999999999975,0.0508,0.00935,0.0,0.22,0.485,135.012,301800,0.5926278659611994,0.4454673721340389,2,5.03,511,101.59045725646122,3,False
1407,60,3,23,0.665,0.447,-11.5,0.102,0.708,0.00188,0.13,0.313,120.082,210177,0.6079218106995884,-0.12674897119341566,0,3.50295,325,92.77894346193924,2,False
6532,66,5,2,0.32,0.62,-9.686,0.0594,0.64,6.36e-05,0.253,0.472,86.32700000000001,448720,0.6722222222222223,0.1298611111111111,5,7.478666666666666,437,58.43287573542521,1,False
6485,50,5,2,0.74,0.7140000000000001,-6.407,0.0559,0.415,0.0,0.117,0.816,140.042,463400,0.5329805996472663,0.15859788359788354,2,7.723333333333334,494,63.96201985325853,2,False
2952,46,3,13,0.778,0.636,-6.539,0.129,0.501,4.25e-05,0.106,0.52,98.008,245426,0.4419047619047619,0.08190476190476191,0,4.090433333333333,143,34.95962123002453,0,False
4320,59,2,3,0.816,0.833,-5.972,0.0511,0.126,9.09e-06,0.0625,0.7929999999999999,122.032,170164,0.5670807453416149,0.02795031055900621,3,2.8360666666666665,391,137.86699889518349,6,False
3163,69,2,10,0.755,0.769,-5.658,0.18600000000000005,0.314,2.38e-06,0.0628,0.642,114.966,186080,0.6649999999999999,-0.03357142857142858,8,3.1013333333333333,500,161.22098022355974,4,False
4248,74,4,21,0.906,0.672,-6.771,0.039,0.202,2.78e-05,0.0986,0.7929999999999999,105.977,210316,0.4868421052631579,0.379430509868421,0,3.5052666666666665,504,143.78363985621638,0,False
3033,42,0,18,0.472,0.8759999999999999,-3.238,0.0348,0.00625,2.85e-06,0.244,0.253,128.12,210703,0.6966666666666667,-0.30875,0,3.5117166666666666,197,56.097919820790395,0,False
1512,6,1,22,0.698,0.653,-6.365,0.0521,0.424,0.0,0.321,0.381,100.976,186610,0.3859259259259259,0.1762962962962963,0,3.1101666666666667,260,83.59680617330261,4,False
1807,18,0,16,0.451,0.888,-4.05,0.34700000000000003,0.0832,0.0,0.138,0.565,148.805,156867,0.4666666666666666,0.09999999999999998,0,2.61445,159,60.815850370058705,0,False
6540,0,0,18,0.545,0.901,-2.6830000000000003,0.0801,0.00945,2.84e-06,0.27,0.302,125.069,225867,0.6799999999999999,0.25,0,3.76445,156,41.44031664652207,0,False
6637,62,2,10,0.648,0.75,-3.248,0.0335,0.0609,4.41e-06,0.104,0.556,105.03,242035,0.5028886554621849,0.10377992105933276,1,4.033916666666666,340,84.28533063399921,2,False
7176,49,2,10,0.71,0.8270000000000001,-5.244,0.032,0.0437,1.28e-05,0.0896,0.833,110.003,203500,0.4389455782312925,0.04688208616780045,1,3.3916666666666666,210,61.91646191646193,0,False
4975,62,3,9,0.8079999999999999,0.805,-3.392,0.103,0.00113,0.0585,0.193,0.8859999999999999,107.965,240758,0.6157218442932729,0.1040816326530612,0,4.0126333333333335,434,108.15839972088156,2,False
1176,10,2,17,0.583,0.79,-4.885,0.0319,0.0851,0.000387,0.11,0.7140000000000001,103.286,171333,0.4579016768671942,0.07470766781111607,1,2.85555,345,120.81735567578924,0,False
6596,4,0,16,0.344,0.73,-6.5820000000000025,0.0486,0.0125,0.00039,0.0966,0.0769,93.702,231720,0.4503328213005633,0.18922171018945208,0,3.862,366,94.76954945624027,10,False
465,45,3,14,0.72,0.7190000000000001,-4.5710000000000015,0.0882,0.185,0.000128,0.522,0.899,88.98700000000002,261400,0.5369341563786011,-0.07335390946502057,1,4.3566666666666665,412,94.56771231828615,0,False
6053,52,3,9,0.83,0.727,-5.3660000000000005,0.304,0.188,0.0,0.228,0.863,89.855,215220,0.4354406130268199,0.12238599822112747,7,3.5869999999999997,648,180.65235572902145,0,False
3704,15,5,15,0.455,0.4370000000000001,-11.411,0.0278,0.314,0.0,0.501,0.7240000000000001,81.396,283640,0.5282470669427188,0.11248792270531403,1,4.727333333333333,351,74.24904808912706,0,False
2881,64,4,20,0.66,0.539,-5.947,0.324,0.0534,0.0,0.222,0.307,109.318,293613,0.4543914043914045,-0.14414804414804416,0,4.89355,814,166.34140858885675,7,False
5455,45,0,4,0.805,0.962,-8.781,0.0672,0.000683,0.895,0.0806,0.674,126.027,365870,0.0,0.0,0,6.097833333333332,7,1.1479487249569522,0,False
1406,22,4,6,0.838,0.7709999999999999,-3.791,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,0.513838383838384,0.015595959595959587,6,4.089783333333333,842,205.87887703912602,3,False
3932,57,3,13,0.652,0.498,-6.2010000000000005,0.0416,0.517,0.0,0.149,0.321,120.144,324280,0.5506235827664399,0.31819727891156463,0,5.4046666666666665,381,70.49463426668312,0,False
5633,51,0,1,0.601,0.638,-6.348,0.0409,0.00986,0.0,0.07,0.328,127.959,195000,0.7312400793650791,0.3378373015873014,3,3.25,273,84.0,4,False
5937,25,3,13,0.57,0.499,-7.349,0.103,0.659,1.33e-06,0.424,0.424,116.225,300133,0.6096428571428572,0.07089285714285712,0,5.0022166666666665,207,41.381654133334216,2,False
48,55,0,16,0.7090000000000001,0.797,-5.22,0.316,0.212,0.0,0.0885,0.6779999999999999,99.951,168025,0.3958333333333334,0.10178571428571427,0,2.8004166666666666,373,133.1944651093587,0,False
2415,65,3,23,0.588,0.877,-4.78,0.16,0.00952,0.0,0.171,0.645,155.165,326187,0.4444446608946612,0.049773953823953804,2,5.43645,802,147.52274002336085,0,False
1393,83,2,5,0.802,0.645,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001,157202,0.5133333333333334,0.4577777777777778,20,2.620033333333333,717,273.660640449867,11,False
2887,33,4,20,0.792,0.733,-5.71,0.389,0.00676,0.0,0.29,0.653,144.857,262787,0.5234786286510424,0.27745227314192833,6,4.379783333333333,714,163.02176287259263,0,False
5698,0,2,5,0.617,0.912,-11.63,0.0312,0.0006360000000000001,0.35100000000000003,0.364,0.8740000000000001,136.424,245733,0.4491161616161616,0.2673611111111111,4,4.09555,276,67.390216210277,12,False
91,55,2,3,0.728,0.794,-3.992,0.0635,0.14800000000000002,0.0,0.0688,0.523,112.071,194360,0.4866459627329193,0.1506211180124223,10,3.239333333333333,562,173.49248816628938,0,False
2087,50,2,10,0.6459999999999999,0.85,-5.145,0.043,0.028,7.209999999999999e-05,0.281,0.518,116.999,165720,0.4110782703886152,0.08494849977608597,0,2.762,252,91.23823316437364,0,False
6069,76,5,15,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,0.5672988505747125,0.03931034482758622,0,2.6854,265,98.68176063156326,1,False
2226,7,0,16,0.42,0.435,-6.437,0.0396,0.573,0.000113,0.11,0.165,84.088,172724,0.5148148148148147,0.15962962962962965,0,2.8787333333333334,167,58.01162548343022,0,False
3767,46,5,0,0.62,0.688,-12.892,0.0435,0.00181,0.0048200000000000005,0.0464,0.7929999999999999,112.122,242333,0.6638888888888891,-0.08388888888888886,0,4.038883333333334,143,35.40582586771096,2,False
4874,79,2,5,0.609,0.674,-7.388,0.0548,0.0735,0.06,0.345,0.315,90.009,324467,0.2795698924731183,-0.009274193548387096,1,5.407783333333334,422,78.03567080781713,0,False
3908,1,5,15,0.562,0.58,-5.515,0.025,0.117,0.00134,0.96,0.279,99.369,318693,0.04166666666666666,0.04166666666666666,1,5.31155,173,32.57053025952876,1,False
3370,63,2,17,0.7140000000000001,0.634,-7.03,0.0517,0.289,0.0,0.0785,0.35600000000000004,95.093,157533,0.5622380952380951,0.2286547619047619,0,2.62555,222,84.55371255546456,1,False
7084,80,2,17,0.693,0.835,-3.242,0.0623,0.131,0.0,0.073,0.743,128.05200000000002,180283,0.5750000000000001,0.3958333333333333,19,3.0047166666666665,945,314.50552742077736,0,False
222,48,0,16,0.632,0.6559999999999999,-4.348,0.163,0.0452,0.000187,0.14400000000000002,0.382,175.946,178541,0.5039912280701754,-0.13454678362573094,4,2.975683333333333,335,112.57918349286716,0,False
1768,65,1,11,0.48,0.486,-5.754,0.0447,0.046,0.0,0.107,0.265,80.051,227533,0.6083333333333333,-0.05,0,3.7922166666666666,240,63.28752312851323,6,False
538,50,4,6,0.713,0.91,-5.586,0.282,0.34,0.0,0.304,0.51,83.02799999999998,268960,0.4291274085391733,0.03544107036754094,2,4.482666666666667,803,179.13444378346222,0,False
6348,49,2,10,0.667,0.7829999999999999,-5.885,0.0361,0.0606,1.17e-06,0.0418,0.564,117.145,250120,0.5566666666666668,0.22000000000000008,1,4.168666666666667,400,95.95394210778828,0,False
3757,10,0,18,0.498,0.598,-6.638,0.0377,0.007859999999999999,0.0,0.111,0.0573,140.078,235000,0.5177777777777777,-0.031111111111111117,0,3.9166666666666665,244,62.29787234042554,0,False
1652,70,4,20,0.884,0.677,-5.603,0.28300000000000003,0.0778,0.0,0.0732,0.584,101.868,263227,0.4129629629629632,0.13045267489711934,9,4.3871166666666666,1768,402.9981726798543,1,False
2276,97,2,5,0.784,0.43,-8.756,0.0364,0.123,0.0,0.0887,0.236,127.087,159382,0.4792270531400973,0.08288474810213947,44,2.6563666666666665,2000,752.9081075654718,0,False
6822,51,3,13,0.773,0.309,-8.5,0.0339,0.415,0.00014,0.111,0.42,128.105,256720,0.6028975468975468,0.18015259740259745,0,4.278666666666667,471,110.08102212527264,1,False
7170,67,1,11,0.916,0.804,-3.406,0.049,0.37,1.18e-05,0.0812,0.5379999999999999,120.028,196000,0.3696190476190477,0.15161904761904765,3,3.2666666666666666,645,197.44897959183675,2,False
7014,0,0,1,0.512,0.976,-3.247,0.063,0.0072,0.00432,0.327,0.109,128.002,198750,0.8842105263157893,0.7009569377990434,2,3.3125,210,63.39622641509435,8,False
6827,57,5,0,0.518,0.5720000000000001,-9.037,0.0291,0.00715,0.256,0.139,0.34700000000000003,160.005,234413,0.5678571428571428,-0.007142857142857145,0,3.9068833333333335,154,39.417609091645936,11,False
5693,1,3,13,0.5920000000000001,0.524,-6.613,0.154,0.711,1.79e-06,0.135,0.551,86.82700000000001,255533,0.6727513227513227,0.2160714285714286,0,4.258883333333333,407,95.56495638528095,5,False
1383,72,4,6,0.802,0.785,-4.7810000000000015,0.207,0.14,0.0,0.123,0.435,99.998,206400,0.5262085137085137,0.07006373256373256,0,3.44,651,189.2441860465116,0,False
5394,67,2,17,0.5579999999999999,0.916,-3.145,0.0839,0.0278,0.0,0.0296,0.85,142.984,199720,0.4765873015873016,-0.09948107448107447,0,3.328666666666667,236,70.89925896254756,5,False
1835,33,3,13,0.738,0.6940000000000001,-6.9529999999999985,0.455,0.28,0.0,0.242,0.537,92.029,247173,0.4861111111111111,0.4,0,4.11955,186,45.150562561444815,0,False
2943,54,0,1,0.7020000000000001,0.914,-3.197,0.0507,0.0271,5.97e-05,0.259,0.623,121.994,191311,0.25357142857142856,-0.039732142857142855,6,3.1885166666666667,241,75.58373538374687,2,False
1097,5,0,18,0.6920000000000001,0.79,-14.065,0.0416,0.07400000000000001,0.711,0.101,0.96,128.13,495187,0.6217391304347831,0.5108695652173914,3,8.253116666666667,230,27.86825986950384,0,False
1575,56,3,23,0.623,0.7240000000000001,-5.238,0.244,0.0967,3.31e-06,0.09,0.615,127.346,162951,0.5504883013811586,-0.06713950731807873,0,2.71585,511,188.15472135795426,0,False
2615,52,0,4,0.677,0.8809999999999999,-3.534,0.054000000000000006,0.00445,0.0146,0.359,0.5660000000000001,128.121,190267,0.4454545454545453,0.06856060606060606,5,3.171116666666667,450,141.90584809767327,2,False
1215,0,2,17,0.525,0.916,-6.4620000000000015,0.0437,0.0642,0.00222,0.124,0.33,93.975,183763,0.3736006683375102,-0.1892648287385128,1,3.0627166666666668,194,63.342457404374116,1,False
2124,0,1,22,0.632,0.7759999999999999,-7.4,0.0288,0.101,2.71e-06,0.28300000000000003,0.236,114.996,165645,0.7,0.4,0,2.76075,172,62.30191071266866,4,False
1168,14,3,14,0.7879999999999999,0.7929999999999999,-7.891,0.0687,0.188,0.0,0.345,0.544,114.416,300907,0.5453703703703704,0.32222222222222224,0,5.015116666666667,185,36.888473847401364,0,False
3469,67,2,3,0.675,0.919,-5.385,0.127,0.0799,0.0,0.14300000000000002,0.585,124.982,163049,0.7466666666666666,0.21099999999999994,13,2.717483333333333,1026,377.5552134634373,7,False
1569,78,2,17,0.513,0.6609999999999999,-6.8,0.0439,0.0274,0.0,0.118,0.461,180.118,228347,0.467063492063492,-0.13134920634920633,0,3.805783333333333,670,176.04785698958165,0,False
866,0,0,18,0.649,0.784,-4.266,0.0325,0.005679999999999999,0.000474,0.0878,0.289,127.985,282041,0.5359788359788359,0.14894179894179893,0,4.700683333333333,198,42.12153552143128,0,False
2418,56,5,15,0.705,0.643,-6.556,0.0276,0.115,0.000763,0.111,0.384,99.198,307453,0.412227538543328,0.05812732589048378,0,5.124216666666666,209,40.78672187293668,0,False
789,60,2,5,0.6629999999999999,0.7859999999999999,-6.1770000000000005,0.0458,0.0005139999999999999,0.000192,0.0892,0.528,140.076,201862,0.5074285714285713,0.21088311688311687,0,3.3643666666666667,285,84.71133744835579,0,False
3017,74,3,9,0.6679999999999999,0.534,-6.586,0.0677,0.16399999999999998,0.0,0.1,0.711,145.816,136248,0.5066666666666666,0.12472222222222222,0,2.2708,253,111.41447947859785,6,False
3007,50,3,23,0.422,0.894,-3.507,0.332,0.262,0.0,0.142,0.636,152.17,249253,0.2999999999999998,0.2557142857142857,10,4.154216666666667,684,164.6519801165884,0,False
5253,22,0,1,0.574,0.944,-1.026,0.0499,0.0232,8.1e-05,0.274,0.264,129.908,214615,0.8302083333333333,0.5177083333333332,1,3.5769166666666665,134,37.46243272837407,3,False
179,53,4,21,0.677,0.481,-7.711,0.0504,0.146,0.185,0.111,0.135,84.01,148583,0.4890952380952381,0.07987301587301589,0,2.476383333333333,240,96.91552869439975,0,False
6421,36,2,17,0.654,0.312,-10.212,0.0508,0.429,8.59e-06,0.19,0.304,119.9,73813,0.8965517241379308,0.670689655172414,0,1.2302166666666667,121,98.35665804126644,4,False
31,43,3,14,0.6829999999999999,0.476,-9.995,0.027000000000000003,0.243,0.0,0.0786,0.725,91.989,289200,0.5849206349206348,0.5,0,4.82,317,65.76763485477179,0,False
4641,49,5,2,0.463,0.923,-9.567,0.0355,0.0014,0.433,0.479,0.7879999999999999,169.96400000000003,263213,0.4391812865497076,-0.02097953216374271,0,4.3868833333333335,181,41.25936028995528,3,False
5507,66,5,15,0.33,0.16699999999999998,-11.635,0.0311,0.731,3.08e-05,0.101,0.202,164.954,245533,0.4631949531949532,0.3306593406593406,0,4.092216666666666,211,51.56129725943154,0,False
168,1,4,20,0.765,0.452,-6.644,0.068,0.0033,4.64e-05,0.0916,0.331,100.002,227027,0.5862903225806453,0.25725806451612904,0,3.7837833333333335,300,79.28572372449092,7,False
4567,59,2,10,0.6829999999999999,0.6579999999999999,-5.46,0.0293,0.0874,0.000487,0.133,0.507,96.99,228522,0.4956521739130434,0.4260869565217391,0,3.8087,329,86.38117993015993,0,False
3834,31,5,15,0.373,0.473,-9.367,0.0268,0.385,0.0324,0.0744,0.113,103.984,265253,0.5,0.2875,0,4.420883333333333,149,33.70367158901124,12,False
2540,12,4,20,0.563,0.75,-4.496,0.127,0.113,0.0,0.0788,0.812,173.90599999999995,222920,0.5246567996568002,0.1272656585156585,6,3.715333333333333,604,162.56953167055443,6,False
1872,59,2,17,0.504,0.889,-4.533,0.0737,0.0489,0.0,0.19,0.3670000000000001,165.047,205851,0.501539855072464,0.2860671936758893,2,3.43085,377,109.88530539079235,2,False
1600,4,5,2,0.406,0.988,-2.72,0.0926,0.0437,0.0637,0.0664,0.24,100.038,231360,0.4722222222222221,0.31111111111111106,0,3.8560000000000003,134,34.75103734439834,5,False
5880,0,3,14,0.758,0.63,-7.581,0.0537,0.0357,0.0,0.115,0.936,164.08599999999996,220107,0.504016354016354,0.1573292448292448,4,3.66845,609,166.01016778203328,9,False
927,64,4,20,0.862,0.642,-13.652,0.101,0.102,0.0,0.272,0.765,99.201,267267,0.5502136752136751,0.042516193297443286,1,4.45445,604,135.5947423363154,0,False
6964,52,3,14,0.695,0.316,-16.669,0.0511,0.136,0.0,0.0706,0.828,75.157,315640,0.5865555555555558,0.3642222222222224,7,5.260666666666666,610,115.95488531238121,0,False
6000,83,2,5,0.58,0.565,-7.065,0.0488,0.0671,0.0,0.135,0.138,112.986,242253,0.6046908315565029,-0.0636363636363636,29,4.03755,912,225.8795556711372,1,False
5735,0,3,14,0.845,0.648,-10.685,0.113,0.0386,0.0,0.223,0.794,113.086,221467,0.31314484126984143,0.17791464579659022,11,3.691116666666667,1159,313.99711920963387,2,False
2718,47,0,1,0.563,0.894,-3.659,0.0518,0.0152,5.65e-05,0.6970000000000001,0.171,128.064,183750,0.4545454545454545,0.13636363636363635,0,3.0625,103,33.63265306122449,0,False
500,20,0,4,0.485,0.978,-2.931,0.181,0.00479,0.00897,0.349,0.213,127.988,364286,0.71,0.09000000000000001,3,6.071433333333332,320,52.70584101502666,0,False
80,44,0,4,0.688,0.913,-3.726,0.0434,0.0223,1.0800000000000003e-05,0.27,0.534,128.006,195463,0.3982758620689653,-0.20344827586206907,1,3.2577166666666666,223,68.45285296961573,0,False
996,57,3,23,0.8270000000000001,0.477,-5.025,0.254,0.101,4.15e-05,0.0908,0.599,119.807,235493,0.7562219702695897,-0.16890148652053413,0,3.924883333333333,448,114.14352018955978,0,False
2446,49,3,13,0.4370000000000001,0.792,-6.7920000000000025,0.0354,0.0574,1.46e-06,0.22,0.402,83.961,266470,0.7123456790123457,0.2765432098765432,0,4.441166666666667,382,86.01343490824482,0,False
3551,48,5,0,0.411,0.845,-6.8210000000000015,0.0835,0.117,0.0146,0.0763,0.391,132.876,515960,0.3690821256038647,0.20193236714975848,0,8.599333333333334,377,43.84060779905418,0,False
6798,0,5,7,0.424,0.456,-12.633,0.0333,0.0816,3.3600000000000004e-05,0.159,0.353,130.35299999999998,294027,0.7150624788922657,-0.2642519419115163,1,4.90045,259,52.85228907549306,6,False
534,61,2,17,0.682,0.889,-4.166,0.0804,0.00564,0.0,0.36,0.8270000000000001,138.02100000000002,192440,0.450462962962963,-0.08124999999999999,0,3.207333333333333,447,139.36811473706092,0,False
2465,0,1,12,0.555,0.34600000000000003,-8.68,0.0266,0.219,0.0,0.103,0.151,107.18,233293,0.6704545454545454,-0.05681818181818182,0,3.888216666666666,231,59.41026948944032,1,False
5964,60,3,13,0.431,0.773,-5.002,0.0636,0.0264,0.0,0.348,0.504,111.387,270927,0.5552469135802469,-0.1361111111111111,0,4.51545,421,93.23544718688059,0,False
1438,74,1,22,0.7509999999999999,0.657,-4.642,0.0989,0.0955,0.0,0.0945,0.532,118.029,176517,0.5987654320987653,0.577777777777778,15,2.94195,738,250.8540253913221,2,False
4766,68,5,15,0.491,0.942,-5.332999999999998,0.132,0.156,0.0,0.3670000000000001,0.387,100.446,191507,0.5444588744588745,-0.16196536796536798,0,3.1917833333333334,221,69.24028886672549,0,False
994,48,3,13,0.485,0.488,-7.94,0.328,0.0267,0.000273,0.0972,0.262,77.036,203853,0.4414566914566914,0.1674899174899175,4,3.39755,603,177.48083177583848,0,False
4140,52,5,2,0.534,0.635,-5.562,0.0312,0.156,1.7e-05,0.378,0.303,140.203,260160,0.7304861804861804,0.15286380286380288,0,4.336,279,64.3450184501845,1,False
2653,38,4,20,0.523,0.805,-5.473,0.192,0.0524,0.0,0.0914,0.602,125.358,227773,0.38866843033509707,0.16058201058201058,9,3.7962166666666666,673,177.28176737365712,0,False
1703,0,0,4,0.631,0.932,-4.672,0.0427,0.00122,1.63e-06,0.102,0.705,124.037,168387,0.41071428571428575,0.08785714285714286,2,2.80645,314,111.88512177305849,0,False
5940,40,5,2,0.5329999999999999,0.703,-6.364,0.0423,0.184,0.0,0.101,0.612,128.761,186093,0.6420162509448224,0.01474395313681028,3,3.10155,416,134.1264851445245,3,False
5930,0,3,14,0.698,0.977,-3.849,0.0741,0.265,4.75e-06,0.078,0.5870000000000001,113.325,295333,0.5390476190476191,0.1323051948051948,0,4.9222166666666665,401,81.46736057264174,0,False
157,50,2,3,0.631,0.939,-1.7,0.0398,0.0728,0.000187,0.319,0.353,128.048,191500,0.5882575757575758,0.11300505050505052,0,3.191666666666667,150,46.99738903394257,0,False
4842,67,5,15,0.561,0.327,-10.835,0.0327,0.902,0.000469,0.111,0.298,161.861,236307,0.5964285714285714,0.04821428571428571,0,3.93845,199,50.527491779761064,0,False
3038,31,3,9,0.248,0.33,-14.419,0.0396,0.14,0.0191,0.918,0.0456,73.627,262724,0.35000000000000003,-0.06428571428571428,0,4.378733333333333,139,31.744340067903966,0,False
6499,13,5,2,0.782,0.7240000000000001,-8.309,0.0299,0.614,0.00704,0.11,0.963,114.052,228667,0.5779545454545455,0.4111363636363636,0,3.8111166666666665,230,60.349766253985045,1,False
7174,65,5,7,0.537,0.964,-4.157,0.113,0.000599,1.14e-05,0.0564,0.7120000000000001,155.017,206903,0.383912037037037,0.07192760942760944,1,3.448383333333333,332,96.27699936685309,4,False
5948,46,0,4,0.825,0.74,-7.354,0.0327,0.298,5.21e-06,0.309,0.935,128.018,246973,0.32333333333333336,0.07916666666666666,3,4.116216666666666,382,92.80366679758517,1,False
1915,46,5,2,0.503,0.659,-6.829,0.0356,0.443,0.0,0.153,0.33,101.668,198947,0.6076086956521738,-0.014855072463768116,0,3.315783333333333,194,58.50804485616771,0,False
2521,54,2,10,0.723,0.527,-7.792000000000002,0.0326,0.0267,0.0,0.111,0.324,126.072,204000,0.4788888888888889,0.06777777777777776,0,3.4,220,64.70588235294117,0,False
4504,75,4,8,0.6709999999999999,0.833,-5.152,0.395,0.0825,0.0,0.0726,0.7020000000000001,79.351,233278,0.3642575509596784,0.007591876208897484,0,3.887966666666667,1410,362.65743019058806,0,False
1084,50,5,0,0.684,0.563,-9.244,0.115,0.151,0.0006259999999999999,0.121,0.564,155.145,253733,0.40429666119321295,0.011228043986664672,0,4.228883333333333,245,57.934915836726006,0,False
1425,2,1,22,0.7709999999999999,0.6920000000000001,-6.495,0.0311,0.048,0.25,0.052000000000000005,0.443,115.987,308493,0.5375,0.14626736111111113,0,5.14155,178,34.61991033832211,0,False
5363,31,5,7,0.456,0.691,-7.773,0.0265,0.252,0.0,0.366,0.531,94.854,262760,0.5720238095238095,0.38690476190476186,0,4.379333333333333,250,57.08631450753539,3,False
3018,35,5,15,0.5,0.8240000000000001,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,0.3,6.938893903907227e-18,0,3.6486666666666654,139,38.09610816736708,0,False
7249,74,2,3,0.669,0.8320000000000001,-5.72,0.0682,0.0106,0.0,0.0968,0.7,113.035,237547,0.6393055555555557,0.5252777777777777,11,3.9591166666666666,1050,265.21067409817846,5,False
773,77,2,10,0.532,0.66,-7.138,0.0825,0.105,0.0002220000000000001,0.0996,0.6759999999999999,130.013,189385,0.8884285714285715,-0.1725714285714286,3,3.156416666666667,430,136.2304300762996,0,False
6762,80,2,5,0.624,0.8759999999999999,-3.374,0.1,0.0735,0.0,0.327,0.7809999999999999,99.943,170827,0.467415514592934,0.1636520737327189,1,2.8471166666666665,485,170.3477787469194,4,False
4287,36,5,15,0.278,0.438,-14.382,0.051,0.7879999999999999,3.69e-05,0.13699999999999998,0.465,160.972,266640,0.7021645021645022,-0.00405352223534042,0,4.444,184,41.40414041404141,2,False
6474,66,5,0,0.4920000000000001,0.552,-12.321,0.0341,0.0151,3.74e-05,0.0723,0.655,105.623,257227,0.5797385620915033,-0.01870098039215687,0,4.287116666666667,546,127.35832552570295,0,False
6120,57,0,16,0.555,0.7829999999999999,-1.888,0.112,0.479,0.0,0.0838,0.329,149.785,187600,0.4465029761904761,0.2798363095238095,0,3.1266666666666665,246,78.67803837953093,4,False
3862,56,5,7,0.58,0.737,-4.795,0.0335,9.85e-05,0.0367,0.0823,0.506,92.0,244347,0.6324404761904763,-0.19529761904761905,0,4.07245,257,63.106974916819105,4,False
3260,61,2,10,0.6,0.412,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,225882,0.6000000000000008,0.3789473684210525,23,3.7647,1140,302.8129731452705,0,False
4899,51,2,10,0.7929999999999999,0.5670000000000001,-7.604,0.0813,0.0687,0.0,0.0663,0.813,108.007,188889,0.6694444444444443,0.38333333333333336,14,3.14815,584,185.50577323189808,0,False
3053,1,3,9,0.606,0.6759999999999999,-5.129,0.0296,0.596,1.8e-05,0.151,0.82,116.241,194000,0.5351851851851852,0.14629629629629629,0,3.2333333333333334,229,70.82474226804123,0,False
3133,1,4,20,0.79,0.54,-6.959,0.183,0.0391,0.0,0.266,0.459,86.30799999999998,173160,0.4264099326599328,0.06767376142376147,7,2.886,463,160.42966042966043,7,False
1844,73,4,6,0.7659999999999999,0.606,-6.064,0.456,0.00266,0.0,0.166,0.35200000000000004,160.22299999999996,140000,0.4675000000000001,0.004166666666666677,0,2.333333333333333,461,197.57142857142856,0,False
156,0,4,6,0.8540000000000001,0.503,-13.406,0.224,0.529,8.26e-06,0.112,0.7659999999999999,95.276,250107,0.4333437637241985,0.11057710254721126,0,4.16845,580,139.14044788830378,0,False
2227,50,3,13,0.557,0.665,-6.19,0.0328,0.324,0.000281,0.0713,0.4370000000000001,75.805,218987,0.548888888888889,0.1366666666666667,3,3.649783333333333,280,76.71688273733146,0,False
2215,52,5,7,0.547,0.5429999999999999,-16.041,0.0342,0.507,0.136,0.241,0.595,104.828,427280,0.5700000000000001,0.36,0,7.121333333333332,152,21.344317543531176,1,False
425,46,2,5,0.591,0.779,-7.372000000000001,0.0576,0.0961,0.184,0.0868,0.36,145.02700000000004,178759,0.3895833333333333,-0.2475378787878788,0,2.9793166666666666,209,70.1503141100588,0,False
4354,50,2,10,0.633,0.222,-10.380999999999998,0.0301,0.855,0.0,0.107,0.61,111.411,240579,0.5916666666666667,0.18472222222222226,0,4.00965,252,62.848378287381706,0,False
6947,76,2,17,0.77,0.636,-6.724,0.131,0.16899999999999998,0.0,0.0676,0.4920000000000001,105.93,215760,0.47531483667847296,-0.04217827626918535,3,3.596,578,160.734149054505,1,False
2927,63,4,8,0.35,0.845,-5.614,0.2,0.0107,0.0,0.123,0.45,99.643,233560,0.43871031746031736,0.061686507936507935,0,3.8926666666666665,602,154.64976879602673,2,False
6559,70,5,15,0.942,0.6409999999999999,-10.15,0.0333,0.331,0.179,0.028,0.966,114.443,296147,0.5114035087719297,0.18201754385964908,0,4.935783333333333,239,48.42189858414909,0,False
447,0,2,10,0.32299999999999995,0.382,-9.649,0.0342,0.264,0.000418,0.103,0.268,85.306,231692,0.5655405405405407,0.5463963963963963,4,3.8615333333333335,210,54.38254234069368,0,False
6957,44,4,21,0.317,0.212,-17.301,0.0512,0.583,0.0575,0.121,0.128,118.934,276000,0.4148148148148148,0.032154882154882145,0,4.6,197,42.82608695652174,0,False
