,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Hit or Not,lyrical_subjectivity,lyrical_polarity,repeated_phrases,minutes,word_count,WPM_approx,artist_past_performance
6232,71,2,5,0.691,0.812,-7.772,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220627,1,0.4568831168831167,0.04831168831168831,19,3.6771166666666666,1152,313.28894468945333,0
6237,11,5,7,0.594,0.556,-11.679,0.0622,0.5589999999999999,0.00281,0.0726,0.623,140.543,228867,1,0.5478319783197829,0.22815887533875345,12,3.81445,621,162.80197669388772,3
6242,67,5,2,0.823,0.41700000000000004,-12.642999999999999,0.032,0.562,0.00098,0.0765,0.522,111.928,276280,1,0.6121212121212122,-0.08457300275482095,3,4.604666666666667,319,69.27754452005212,0
6243,35,3,14,0.7709999999999999,0.662,-13.227,0.055999999999999994,0.000199,1.23e-05,0.27899999999999997,0.511,102.824,445573,1,0.5574706694271913,0.004028640441683911,0,7.426216666666668,501,67.46369281801185,0
6244,79,5,0,0.742,0.833,-6.462999999999999,0.115,0.079,0.0,0.384,0.816,113.375,188987,1,0.3302083333333334,0.13749999999999996,8,3.149783333333333,984,312.40244037949697,1
6246,59,4,6,0.66,0.765,-7.121,0.245,0.22699999999999998,0.0,0.376,0.7709999999999999,151.07399999999996,208600,1,0.4128607503607503,0.0016104926819212571,0,3.4766666666666666,582,167.40172579098754,0
6247,18,3,14,0.7829999999999999,0.659,-9.22,0.0412,0.0954,0.0032600000000000003,0.141,0.925,101.745,306560,1,0.6918367346938775,0.2954931972789116,2,5.109333333333334,392,76.7223382045929,0
6249,35,4,20,0.956,0.722,-12.222999999999999,0.0494,0.0564,2.26e-06,0.105,0.809,115.43799999999999,248907,1,0.4653703703703703,0.17796296296296296,4,4.14845,419,101.00157890296371,0
6251,3,5,0,0.315,0.946,-4.151,0.0646,0.000147,0.506,0.33399999999999996,0.402,119.20700000000001,305800,1,0.3409831029185865,0.17238095238095255,4,5.096666666666667,264,51.79856115107914,17
6262,6,1,22,0.698,0.653,-6.365,0.0521,0.424,0.0,0.321,0.381,100.976,186610,1,0.3859259259259259,0.1762962962962963,0,3.1101666666666667,260,83.59680617330261,4
6264,8,3,14,0.762,0.40299999999999997,-10.423,0.158,0.0396,0.0113,0.256,0.34600000000000003,80.476,226133,1,0.3429259259259259,0.07596296296296295,13,3.768883333333333,910,241.45082761030014,0
6271,65,5,0,0.7170000000000001,0.527,-10.779000000000002,0.0292,0.5670000000000001,0.006679999999999999,0.0785,0.731,116.288,246667,1,0.4458823529411765,0.28352941176470586,0,4.111116666666667,217,52.78371245444264,0
6275,15,3,14,0.652,0.753,-9.422,0.0688,0.192,5.51e-06,0.077,0.727,94.934,370747,1,0.5104841269841268,0.3647063492063492,0,6.179116666666666,292,47.25594542909316,0
6276,0,5,7,0.619,0.799,-8.897,0.0344,0.0906,0.675,0.28600000000000003,0.841,130.286,163560,1,0.4555555555555555,0.3527777777777777,0,2.7260000000000004,162,59.42773294203961,3
6284,67,1,11,0.61,0.841,-4.579,0.0692,0.055999999999999994,9.85e-06,0.11800000000000001,0.431,126.889,198187,1,0.6342222222222222,0.21211111111111108,1,3.3031166666666665,327,98.99741153556995,2
6285,0,0,18,0.7040000000000001,0.809,-5.653,0.0698,0.000354,0.17600000000000002,0.642,0.76,129.996,407000,1,0.3562962962962963,-0.11851851851851855,8,6.783333333333332,398,58.67321867321868,0
6290,81,2,5,0.429,0.6609999999999999,-7.227,0.0281,0.0023899999999999998,0.00013000000000000002,0.23399999999999999,0.285,173.365,266773,1,0.4208333333333333,0.2430555555555556,4,4.4462166666666665,414,93.11287124259199,0
6294,48,3,14,0.716,0.772,-6.816,0.037000000000000005,0.134,2.15e-06,0.35,0.67,107.823,272440,1,0.5021367521367521,0.15523504273504274,1,4.540666666666667,326,71.79562472471001,0
6299,15,5,0,0.469,0.537,-10.421,0.152,0.0241,0.00201,0.26899999999999996,0.7829999999999999,124.193,382834,1,0.5824802648332061,0.1681054239877769,0,6.380566666666668,480,75.22842798706489,0
6309,60,4,8,0.873,0.479,-6.683,0.222,0.6559999999999999,8.13e-06,0.19,0.945,108.014,135013,1,0.4330123456790123,0.0828641975308642,2,2.2502166666666668,369,163.98420892802915,0
6310,58,0,4,0.522,0.941,-3.3569999999999998,0.25,0.00621,3.63e-06,0.956,0.0994,130.088,202154,1,0.4505555555555552,-0.0033333333333333435,22,3.3692333333333333,562,166.80352602471385,3
6311,45,3,23,0.7609999999999999,0.419,-9.547,0.147,0.636,0.0,0.10800000000000001,0.584,127.839,168750,1,0.4524928774928775,-0.00014245014245014485,4,2.8125,450,160.0,0
6314,70,3,23,0.9109999999999999,0.551,-3.75,0.0449,0.132,4.120000000000001e-05,0.0863,0.9690000000000001,92.887,265867,1,0.38453808446455495,0.11035256410256412,3,4.431116666666667,711,160.45616793359085,4
6317,71,2,5,0.7809999999999999,0.526,-6.985,0.293,0.0619,0.0,0.0457,0.662,94.992,235613,1,0.6028722600151171,0.09049744897959183,0,3.9268833333333335,689,175.4572116139601,0
6326,82,2,5,0.726,0.769,-5.043,0.12300000000000001,0.0293,0.0101,0.10400000000000001,0.733,97.985,233902,1,0.5762195121951221,0.09776422764227644,0,3.8983666666666665,516,132.36312643756787,0
6331,47,4,6,0.67,0.895,-1.4380000000000002,0.349,0.327,0.0,0.26899999999999996,0.622,111.389,216667,1,0.5636155093004407,-0.057193164521931676,1,3.6111166666666654,724,200.49199924307808,0
6334,16,5,2,0.547,0.87,-5.098,0.0286,0.00494,3.48e-05,0.161,0.514,99.014,233827,1,0.4873611111111112,-0.1473611111111111,0,3.897116666666667,292,74.92718975995074,5
6336,58,5,15,0.7390000000000001,0.335,-16.23,0.0346,0.184,0.244,0.131,0.818,125.11,352933,1,0.6527239709443103,0.2750605326876513,1,5.882216666666666,407,69.19160293880142,1
6337,76,2,17,0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29,0.7390000000000001,103.976,224653,1,0.5108237547892721,0.08640717520027864,46,3.7442166666666665,1527,407.82896288943397,3
6339,34,0,18,0.6609999999999999,0.721,-5.6960000000000015,0.0428,0.0111,2.37e-06,0.125,0.371,130.003,318907,1,0.5505668934240362,0.18191609977324252,5,5.3151166666666665,485,91.24917295637914,2
6341,2,5,0,0.532,0.353,-14.672,0.0309,0.000226,0.198,0.12300000000000001,0.111,109.88799999999999,296160,1,0.4,0.28484848484848485,1,4.936,180,36.466774716369535,2
6352,83,2,17,0.6409999999999999,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,1,0.35298185941043075,0.05252989074417644,34,4.305716666666667,2190,508.6261288287277,0
6354,36,5,2,0.633,0.884,-4.098,0.0691,0.0372,0.000128,0.0755,0.9309999999999999,127.675,206880,1,0.2047619047619048,0.04492394179894179,3,3.448,255,73.95591647331787,2
6361,18,5,2,0.5770000000000001,0.8079999999999999,-7.04,0.039,0.0338,1.3300000000000001e-05,0.221,0.8690000000000001,151.00799999999995,290280,1,0.655952380952381,0.2809523809523809,18,4.838,686,141.79412980570484,3
6371,5,5,0,0.599,0.16399999999999998,-23.035,0.0475,0.888,0.000612,0.121,0.317,125.38799999999999,280493,1,0.5398850574712644,-0.012873563218390805,0,4.674883333333334,534,114.22744952636965,0
6373,40,1,12,0.55,0.534,-10.325999999999999,0.0397,0.523,1.42e-06,0.0585,0.19399999999999998,143.73,241627,1,0.6095238095238095,0.15497835497835494,0,4.027116666666666,251,62.32747168155877,0
6377,54,1,12,0.5,0.502,-11.775,0.0424,0.18,0.0887,0.7290000000000001,0.36200000000000004,93.361,292147,1,0.7609848484848485,0.2776515151515151,5,4.869116666666667,256,52.576271534535685,11
6382,46,1,22,0.638,0.7809999999999999,-6.848,0.0285,0.0118,0.00953,0.349,0.25,122.985,194641,1,0.5934722222222223,0.185,0,3.2440166666666665,211,65.04282242692958,0
6384,65,2,5,0.748,0.414,-15.15,0.0405,0.069,0.0671,0.336,0.239,97.646,286160,1,0.2487628384687207,0.024813258636788047,3,4.769333333333333,355,74.43388314229801,0
6386,68,2,17,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,1,0.4940354361086068,0.04734970314238606,6,4.7477833333333335,606,127.63851200735779,10
6390,4,3,13,0.4370000000000001,0.583,-9.841000000000001,0.177,0.251,0.000162,0.25,0.365,76.583,238827,1,0.6782175032175034,0.4506274131274132,0,3.98045,317,79.63923676971197,5
6391,57,5,15,0.568,0.838,-6.138,0.0266,0.0889,0.0567,0.0994,0.852,104.988,245867,1,0.3037593984962406,-0.04765037593984962,0,4.097783333333333,162,39.533568962081134,12
6392,63,3,23,0.657,0.7,-4.9110000000000005,0.382,0.34,0.000106,0.0992,0.61,82.113,266288,1,0.3508786848072562,0.0439342403628118,0,4.438133333333333,886,199.63347954094814,0
6403,60,5,15,0.45799999999999996,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,1,0.4421957671957673,-0.1929894179894179,0,4.256216666666667,298,70.01523262051978,2
6404,47,1,12,0.63,0.511,-6.197,0.0388,0.466,0.0,0.142,0.92,168.833,194115,1,0.6324900793650794,0.2917162698412698,0,3.23525,418,129.2017618422069,0
6405,79,2,17,0.731,0.867,-5.881,0.032,0.0395,0.0,0.0861,0.7759999999999999,104.01899999999999,200373,1,0.623195084485407,-0.047001117162407485,1,3.33955,894,267.70073812339984,1
6406,16,2,5,0.741,0.8909999999999999,-2.824,0.11900000000000001,0.0437,0.0,0.256,0.449,102.00200000000001,221176,1,0.5299019607843137,0.13921568627450978,9,3.6862666666666666,678,183.9259232466452,3
6411,76,2,3,0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.7879999999999999,129.99200000000002,204160,1,0.3779693486590046,0.03396029258098216,50,3.4026666666666667,1776,521.9435736677117,5
6412,59,3,23,0.85,0.866,-3.003,0.165,0.009340000000000001,0.0,0.244,0.91,84.916,262135,1,0.8117361111111112,-0.2907638888888889,11,4.368916666666666,813,186.08732141835318,3
6415,51,2,3,0.605,0.8540000000000001,-4.128,0.0488,0.0673,0.0,0.54,0.165,124.024,214641,1,0.512962962962963,0.08148148148148147,0,3.57735,346,96.71963883880528,0
6417,62,5,7,0.21899999999999997,0.9520000000000001,-3.6210000000000004,0.17600000000000002,5.1e-05,0.0989,0.157,0.172,112.88600000000001,176307,1,0.6490546218487395,0.3019957983193277,0,2.93845,166,56.49236842553047,0
6418,7,5,0,0.488,0.595,-9.074,0.0533,0.0421,0.000465,0.14300000000000002,0.732,128.013,235467,1,0.6374338624338624,0.044420394420394416,0,3.92445,85,21.65908598657137,1
6424,55,5,15,0.466,0.698,-6.9670000000000005,0.0629,0.16399999999999998,0.0,0.127,0.349,109.772,295733,1,0.5485827664399098,0.2901077097505669,3,4.928883333333333,439,89.066827171807,29
6427,76,0,16,0.513,0.768,-4.868,0.0587,0.0118,1.9399999999999997e-05,0.294,0.235,84.264,210580,1,0.43125,0.165625,0,3.5096666666666665,247,70.37705385126796,0
6431,38,4,21,0.401,0.956,-2.186,0.06,0.308,0.0032,0.263,0.23600000000000002,140.058,308787,1,0.5545787545787544,0.10317460317460317,0,5.14645,215,41.77637011920839,0
6432,67,5,2,0.672,0.72,-7.7810000000000015,0.035,0.0373,9.38e-06,0.0371,0.828,118.73100000000001,193347,1,0.3510416666666667,0.1171875,0,3.22245,189,58.65102639296188,1
6439,68,2,5,0.696,0.943,-2.9619999999999997,0.0431,0.0736,0.0,0.653,0.833,129.003,194867,1,0.5316666666666667,0.14993055555555554,0,3.247783333333333,215,66.19899726480112,5
6451,73,5,2,0.7120000000000001,0.9670000000000001,-5.206,0.047,0.0771,0.0,0.35600000000000004,0.895,145.024,287733,1,0.3789772727272728,0.13119318181818182,3,4.79555,510,106.3485940090292,4
6458,60,5,7,0.469,0.958,-3.3819999999999997,0.0865,0.00183,0.00116,0.107,0.262,76.997,247388,1,0.5706487956487957,0.004292929292929289,0,4.1231333333333335,161,39.04797322424693,0
6460,60,5,2,0.21,0.34600000000000003,-12.069,0.0299,0.252,0.336,0.247,0.22,79.02600000000002,265627,1,0.42573728354978346,0.2199607683982684,1,4.427116666666667,244,55.114879135027685,1
6462,54,5,7,0.5670000000000001,0.867,-11.540999999999999,0.0484,0.0038399999999999997,0.08800000000000001,0.11199999999999999,0.535,146.00799999999995,194107,1,0.5614285714285715,0.3771428571428572,1,3.235116666666667,242,74.80410289170406,0
6463,54,2,5,0.28600000000000003,0.784,-2.873,0.0749,0.0163,6.48e-05,0.0713,0.618,173.793,216120,1,0.4902777777777778,0.17770202020202022,3,3.602,376,104.38645197112714,0
6468,50,0,16,0.7829999999999999,0.7709999999999999,-4.029,0.114,0.0651,0.000136,0.27399999999999997,0.598,103.01100000000001,184173,1,0.75,0.3104166666666666,4,3.06955,420,136.82787379257545,0
6469,81,5,2,0.5589999999999999,0.345,-13.495999999999999,0.0459,0.0576,0.000105,0.141,0.45799999999999996,84.581,264307,1,0.6130952380952379,0.19664502164502165,0,4.405116666666666,538,122.13070406761835,0
6470,66,5,0,0.489,0.389,-11.652999999999999,0.0284,0.877,0.32,0.105,0.254,131.366,257787,1,0.7509615384615385,-0.33557692307692305,0,4.29645,185,43.058804361740506,0
6471,5,0,18,0.7090000000000001,0.72,-3.94,0.0366,0.263,0.0,0.34700000000000003,0.675,115.98700000000001,202314,1,0.6316526610644261,0.057142857142857134,15,3.3719,310,91.93629704321006,9
6473,78,2,17,0.513,0.6609999999999999,-6.8,0.0439,0.0274,0.0,0.11800000000000001,0.461,180.118,228347,1,0.467063492063492,-0.13134920634920633,0,3.8057833333333333,670,176.04785698958165,0
6476,0,2,17,0.423,0.7759999999999999,-6.485,0.0452,0.000843,8e-06,0.0911,0.569,109.991,226905,1,0.2880952380952381,-0.15024350649350648,2,3.78175,287,75.89079130032394,1
6481,65,3,9,0.826,0.647,-6.306,0.0491,0.0277,1.52e-06,0.298,0.872,102.01700000000001,223000,1,0.5828588681849552,-0.040765182884748084,0,3.716666666666667,603,162.24215246636768,0
6483,0,2,10,0.6809999999999999,0.743,-5.294,0.0312,0.00249,5.13e-05,0.303,0.679,114.98700000000001,173906,1,0.5831349206349206,0.2339285714285714,0,2.898433333333333,276,95.22385656619093,0
6497,27,4,20,0.752,0.6709999999999999,-7.066,0.0578,0.486,0.0,0.316,0.807,92.03,193373,1,0.3172558922558923,0.0627946127946128,1,3.2228833333333333,509,157.93311372321887,0
6498,74,2,17,0.6990000000000001,0.529,-7.547999999999999,0.0487,0.0317,3.59e-05,0.285,0.121,119.98700000000001,206167,1,0.5017142857142857,0.1863809523809524,0,3.4361166666666665,418,121.64895448835169,0
6511,56,3,23,0.623,0.7240000000000001,-5.2379999999999995,0.244,0.0967,3.31e-06,0.09,0.615,127.346,162951,1,0.5504883013811586,-0.06713950731807873,0,2.71585,511,188.15472135795426,0
6512,43,0,1,0.562,0.799,-5.443,0.0739,0.003820000000000001,0.00514,0.146,0.0522,127.912,193135,1,0.4801587301587302,0.2555555555555556,0,3.218916666666667,133,41.31824889326119,3
6513,0,2,5,0.741,0.561,-10.933,0.0274,0.11800000000000001,0.0155,0.0543,0.898,107.17399999999999,219293,1,0.4079710144927537,0.2702898550724638,0,3.6548833333333333,274,74.96819323918228,3
6519,55,2,3,0.802,0.828,-6.3660000000000005,0.0426,0.0127,0.0683,0.0293,0.946,97.01,189787,1,0.4404585326953748,0.18583931419457733,2,3.163116666666667,282,89.15257630923088,3
6525,11,0,16,0.818,0.732,-4.474,0.0334,0.0335,4.95e-05,0.19,0.679,119.00200000000001,241933,1,0.5428751803751805,0.0985479797979798,1,4.032216666666667,467,115.8171890564743,7
6533,50,0,4,0.611,0.742,-7.402,0.0445,0.0076799999999999985,0.831,0.23199999999999998,0.34299999999999997,103.039,247572,1,0.9,0.8500000000000001,2,4.1262,208,50.40957781978576,0
6534,0,2,10,0.696,0.784,-7.2,0.071,0.21600000000000005,0.00108,0.41700000000000004,0.276,111.985,245357,1,0.6309523809523808,0.2392857142857143,0,4.089283333333333,153,37.41486894606634,0
6541,68,0,4,0.625,0.831,-6.7570000000000014,0.0541,0.00447,0.0624,0.0923,0.191,121.929,197450,1,0.8,0.060000000000000026,1,3.290833333333333,206,62.598126107875395,2
6544,60,4,6,0.917,0.7859999999999999,-4.921,0.20800000000000002,0.0403,0.0,0.195,0.441,143.03799999999995,224903,1,0.432126984126984,-0.03784424603174605,1,3.748383333333333,687,183.27901361920482,0
6547,35,5,0,0.289,0.23800000000000002,-12.244000000000002,0.0326,0.0421,2.730000000000001e-05,0.109,0.187,81.264,282493,1,0.5805555555555556,0.03749999999999999,0,4.708216666666667,118,25.062567922037005,7
6549,52,2,10,0.45399999999999996,0.3,-8.937999999999997,0.0282,0.91,3.21e-06,0.22399999999999998,0.327,89.134,193027,1,0.5498110355253213,0.34556878306878297,0,3.217116666666666,265,82.37189615960463,0
6554,61,5,15,0.7090000000000001,0.8390000000000001,-8.402999999999999,0.0367,0.159,0.00209,0.301,0.8640000000000001,113.186,246013,1,0.5335069444444444,0.2677083333333333,0,4.100216666666666,252,61.46016673915607,0
6555,43,0,16,0.504,0.674,-5.824,0.0622,0.0247,0.0,0.0757,0.0991,76.847,203000,1,0.6961538461538462,0.16923076923076924,2,3.3833333333333333,312,92.21674876847293,0
6560,68,2,3,0.5720000000000001,0.915,-4.4510000000000005,0.0625,0.0111,0.0,0.33899999999999997,0.6779999999999999,123.919,164516,1,0.5133333333333333,0.4577777777777778,0,2.7419333333333333,239,87.16477424688179,11
6562,76,3,13,0.745,0.728,-3.39,0.0423,0.35200000000000004,0.0,0.228,0.39,120.09899999999999,130876,1,0.6664847883597881,-0.05214947089947089,1,2.1812666666666667,371,170.08466028912864,0
6563,43,5,2,0.502,0.6809999999999999,-8.263,0.0276,0.016,0.107,0.102,0.584,112.16,213813,1,0.415625,0.015625,0,3.56355,263,73.80280899664659,12
6566,2,5,2,0.64,0.878,-6.481,0.0335,0.17,0.00023199999999999997,0.0632,0.795,115.7,243573,1,0.3667293233082705,-0.013533834586466188,24,4.05955,634,156.1749454988854,7
6568,51,3,13,0.74,0.644,-4.873,0.261,0.152,0.0,0.0912,0.8809999999999999,81.741,240467,1,0.5100840336134453,0.4298319327731092,0,4.007783333333333,236,58.885418789272535,0
6569,28,0,16,0.722,0.77,-5.497000000000001,0.0361,0.0183,3.8799999999999994e-05,0.33399999999999996,0.41600000000000004,125.96600000000001,202933,1,0.4788888888888889,0.06777777777777776,0,3.382216666666667,220,65.04609895876963,0
6577,68,4,8,0.748,0.733,-4.421,0.07200000000000001,0.0062,0.0,0.32899999999999996,0.29100000000000004,93.01899999999999,312240,1,0.6337606837606837,-0.18840811965811965,34,5.204,1538,295.5418908531898,0
6589,55,5,0,0.467,0.531,-7.138,0.0265,0.344,5.720000000000002e-05,0.0687,0.353,187.252,296200,1,0.4314285714285714,0.02000000000000001,0,4.9366666666666665,156,31.60027008777853,5
6592,77,5,15,0.618,0.748,-8.905,0.358,0.0384,4.1e-06,0.0473,0.6629999999999999,134.114,191947,1,0.3762049062049061,0.1750937950937952,6,3.199116666666667,275,85.961228880889,0
6594,61,5,2,0.5920000000000001,0.705,-10.276,0.0287,0.0291,1.9699999999999998e-05,0.0456,0.902,135.754,215400,1,0.6025079365079365,0.1847936507936508,3,3.59,225,62.674094707520894,0
6599,57,2,5,0.755,0.604,-9.84,0.0454,0.183,0.0336,0.128,0.491,97.8,235200,1,0.24876283846872105,0.024813258636788047,8,3.92,710,181.12244897959184,3
6600,9,1,22,0.628,0.43799999999999994,-8.426,0.107,0.27899999999999997,0.0,0.16399999999999998,0.354,109.836,224333,1,0.4476190476190476,0.058035714285714274,0,3.7388833333333333,148,39.584011268961774,1
6605,4,5,2,0.406,0.988,-2.72,0.0926,0.0437,0.0637,0.0664,0.24,100.038,231360,1,0.4722222222222221,0.31111111111111106,0,3.856,134,34.75103734439834,5
6608,1,3,14,0.5920000000000001,0.188,-17.243,0.0377,0.82,0.0,0.132,0.37799999999999995,172.683,276689,1,0.5880214101144333,0.2526116648209671,1,4.611483333333333,271,58.766340548413574,0
6609,70,2,17,0.33399999999999996,0.47200000000000003,-8.792,0.0277,0.6,3.77e-06,0.317,0.431,179.167,336093,1,0.4852350427350426,0.19416666666666668,0,5.60155,378,67.48132213405219,5
6610,56,5,0,0.789,0.655,-14.825,0.0474,0.16699999999999998,0.0409,0.0311,0.865,122.236,254000,1,0.5166666666666667,0.21666666666666665,0,4.233333333333333,323,76.29921259842521,0
6613,57,5,2,0.741,0.267,-17.204,0.0285,0.253,0.00044699999999999997,0.0987,0.4970000000000001,102.428,214400,1,0.65,0.4083333333333334,0,3.5733333333333333,248,69.40298507462687,0
6618,69,5,0,0.451,0.951,-3.7539999999999996,0.0645,0.00037999999999999997,2.39e-06,0.261,0.442,162.065,213933,1,0.5647546897546899,0.11955266955266955,0,3.56555,379,106.29496150663994,2
6621,22,5,15,0.618,0.748,-8.905,0.361,0.0384,4.1e-06,0.0477,0.662,134.001,191500,1,0.3762049062049061,0.1750937950937952,6,3.191666666666667,275,86.16187989556136,0
6624,55,2,10,0.8320000000000001,0.738,-4.417,0.0783,0.258,1.49e-05,0.22,0.49,127.874,133876,1,0.5909611992945327,-0.14985670194003528,0,2.2312666666666665,365,163.58421225611758,0
6625,46,2,10,0.684,0.58,-9.947000000000001,0.14800000000000002,0.000479,0.00021600000000000002,0.113,0.212,123.954,194093,1,0.6576510721247559,-0.3004873294346977,0,3.2348833333333333,452,139.72683198260629,0
6636,52,2,5,0.614,0.379,-10.48,0.0476,0.607,0.00046399999999999995,0.0986,0.201,107.98899999999999,258987,1,0.6557971014492754,0.20507246376811594,0,4.31645,321,74.36666705278644,0
6637,29,3,14,0.746,0.804,-7.1670000000000025,0.0424,0.00618,0.02,0.0536,0.662,110.07,322000,1,0.4371825396825398,0.1075793650793651,0,5.366666666666666,335,62.422360248447205,19
6643,63,2,5,0.718,0.8079999999999999,-7.652,0.0473,0.0299,0.00414,0.225,0.309,100.03299999999999,225813,1,0.4454545454545454,0.06856060606060606,4,3.76355,225,59.78398055027833,0
6645,71,3,23,0.602,0.726,-4.856,0.129,0.382,0.0,0.0691,0.5539999999999999,90.10799999999999,202667,1,0.4647599690282616,0.06706349206349205,0,3.3777833333333334,593,175.55892177808914,0
6655,3,5,0,0.9059999999999999,0.619,-9.496,0.0344,0.129,0.000397,0.375,0.9440000000000001,114.90700000000001,302373,1,0.49404761904761896,0.325,0,5.03955,399,79.17373575021578,0
6656,77,5,2,0.392,0.534,-8.793,0.0369,0.245,0.0010400000000000001,0.155,0.325,181.305,276187,1,0.4449218750000001,0.14375000000000002,0,4.603116666666667,540,117.311821338441,8
6659,0,0,16,0.539,0.9279999999999999,-2.637,0.273,0.00722,4.61e-06,0.493,0.611,176.09400000000005,191133,1,0.5652752009894867,0.031725417439703155,0,3.18555,313,98.25618809938628,0
6660,28,4,20,0.838,0.828,-4.172,0.267,0.0381,0.0,0.0642,0.721,88.012,251507,1,0.4122195342783579,0.005391449509096573,0,4.191783333333333,604,144.09141693869356,0
6664,70,2,17,0.679,0.715,-6.382999999999999,0.0407,0.0755,0.0,0.271,0.5710000000000001,127.435,214148,1,0.3128205128205128,0.11410256410256407,3,3.5691333333333333,352,98.62338196013971,0
6669,81,5,2,0.601,0.532,-9.119,0.0286,0.4320000000000001,6.25e-06,0.0925,0.341,136.571,281613,1,0.4299099099099101,-0.04972972972972975,7,4.69355,354,75.42265449393317,0
6673,57,2,5,0.731,0.639,-6.597,0.0359,0.0206,1.29e-05,0.0789,0.527,122.08,158474,1,0.6342460317460318,0.10206349206349208,0,2.641233333333333,211,79.88692151393919,0
6674,73,4,20,0.85,0.7,-6.49,0.0478,0.0616,1.8000000000000001e-06,0.244,0.722,101.875,291782,1,0.458014985014985,0.1550278055278055,5,4.863033333333333,1008,207.2780363422007,0
6675,64,5,15,0.6579999999999999,0.7090000000000001,-6.7360000000000015,0.0904,0.0018800000000000002,0.00447,0.0657,0.855,129.69899999999998,121880,1,0.7677777777777777,0.14083333333333334,0,2.031333333333333,115,56.613062028224476,1
6677,54,5,2,0.578,0.848,-6.8420000000000005,0.0261,0.0563,0.00426,0.0963,0.779,87.24600000000002,264093,1,0.4547619047619048,0.1392857142857143,3,4.40155,278,63.159568788267755,0
6687,39,0,1,0.41700000000000004,0.93,-3.2439999999999998,0.0488,0.00419,0.171,0.45399999999999996,0.0998,150.009,177500,1,0.4426984126984127,-0.04507936507936509,4,2.958333333333333,146,49.35211267605635,0
6693,31,2,5,0.606,0.758,-5.721,0.027000000000000003,0.00028900000000000003,0.11,0.14300000000000002,0.435,116.04299999999999,219052,1,0.40454545454545465,-0.01818181818181819,0,3.6508666666666665,141,38.620966711100564,0
6695,53,2,5,0.701,0.745,-9.439,0.0362,0.0489,0.309,0.138,0.498,97.069,285360,1,0.4721445221445221,0.2643356643356644,0,4.756,239,50.252312867956256,0
6697,62,5,7,0.5,0.9670000000000001,-3.218,0.0534,1.25e-05,6.159999999999999e-05,0.12,0.498,129.994,227093,1,0.4815476190476191,-0.030140692640692638,0,3.784883333333333,319,84.28265072018954,0
6706,54,3,23,0.6759999999999999,0.7040000000000001,-8.533999999999999,0.0329,0.000362,0.0709,0.139,0.812,129.594,213840,1,0.5831402342513458,0.16935264324153215,6,3.564,524,147.02581369248037,0
6716,23,5,7,0.381,0.934,-3.7689999999999997,0.146,0.0127,0.244,0.0652,0.315,173.597,215788,1,0.4366780045351474,0.03739048649762935,0,3.5964666666666667,195,54.21988247724619,0
6717,2,5,15,0.442,0.973,-3.0589999999999997,0.146,0.000328,0.0397,0.312,0.258,130.458,220413,1,0.4970634920634921,0.2072844516594517,0,3.67355,232,63.15416967238775,4
6720,22,1,11,0.779,0.708,-12.509,0.055999999999999994,0.0147,0.000223,0.581,0.8390000000000001,127.885,283107,1,0.4179138321995464,-0.1298185941043085,17,4.71845,613,129.91554429950514,0
6725,67,5,15,0.513,0.877,-3.7560000000000002,0.0292,0.000932,0.00016299999999999998,0.136,0.389,145.91899999999995,258920,1,0.3285590277777777,-0.043663194444444456,0,4.315333333333333,473,109.60914568206397,1
6727,66,2,17,0.39399999999999996,0.821,-4.303999999999999,0.0404,0.00302,0.019,0.18600000000000005,0.509,82.764,223533,1,0.5355187485622269,-0.1193085095259008,5,3.72555,517,138.77145656346042,0
6728,55,2,5,0.605,0.9259999999999999,-4.831,0.0372,0.0714,2.18e-05,0.0953,0.49,129.844,236547,1,0.5307091653865849,0.1975550435227854,0,3.94245,216,54.788266179659864,0
6729,27,5,0,0.722,0.677,-10.683,0.0413,0.368,1.26e-06,0.07400000000000001,0.903,108.531,207573,1,0.4578924162257496,0.2352623456790123,6,3.45955,365,105.5050512349872,12
6736,20,5,2,0.532,0.344,-13.057,0.035,0.00563,0.0004730000000000001,0.115,0.126,91.834,235667,1,0.7428571428571427,0.5792857142857142,0,3.927783333333333,165,42.00842714508183,0
6738,33,5,0,0.833,0.8059999999999999,-7.439,0.0463,0.271,1.23e-06,0.159,0.841,112.23,191787,1,0.5533333333333333,0.2,1,3.19645,219,68.51350717201896,1
6739,35,3,14,0.667,0.8740000000000001,-6.937,0.0441,0.0163,0.00246,0.322,0.865,111.87100000000001,333800,1,0.586965811965812,0.2601037851037851,4,5.5633333333333335,479,86.09946075494308,0
6741,41,3,23,0.6409999999999999,0.62,-5.886,0.0372,0.327,1.66e-06,0.18600000000000005,0.7020000000000001,175.924,213267,1,0.475,0.275,0,3.55445,147,41.356609320710646,0
